vignette_name,generation_number,generation_time,response,reflection_score,id
medication,1,17582,CALL MY INSUIRANCE AND SEE WHAT OTHER INSURANCE WOULD COVER IT,76,5f0632802b566a17e81a5f5f
medication,2,6214,SWITCH INSURANCE,88,5f0632802b566a17e81a5f5f
medication,3,8254,ASK FOR HELP FROM RELATIVES,22,5f0632802b566a17e81a5f5f
medication,4,11806,CHECK ONLINE FOR MEDICAL HELP,85,5f0632802b566a17e81a5f5f
medication,5,15494,CALL THE VA AND SEE IF THEY CAN HELP,88,5f0632802b566a17e81a5f5f
gas,0,8623,JUST GIVE HER THE RIDE,100,5f0632802b566a17e81a5f5f
gas,1,13510,ASK A FRIEND WHO LIVES NEAR THE CITY TO COME GET HER,66,5f0632802b566a17e81a5f5f
gas,2,14071,FIND OUT IF A TAXI COULD TAKE HER THERE,26,5f0632802b566a17e81a5f5f
gas,3,28166,FIND OUT IF ANYONE AT THE GAS STATION IS GOING THAT WAY,94,5f0632802b566a17e81a5f5f
gas,4,7871,ASK FOR HELP,58,5f0632802b566a17e81a5f5f
gas,5,22894,CALL ONE OF HER RELATIVES OR FRIENDAS TO COME GET HER,100,5f0632802b566a17e81a5f5f
arizona,0,11246,"GO FIND WATER ",83,5f0632802b566a17e81a5f5f
arizona,1,15526,MAKE AN SOS SIGN,71,5f0632802b566a17e81a5f5f
arizona,2,14894,TALK TO YOUR FRIENDAND KEEP HER CONCIOUS,100,5f0632802b566a17e81a5f5f
arizona,3,13758,WORK AT CHIPPING AWAY THE CREVICE,71,5f0632802b566a17e81a5f5f
arizona,4,18526,MAKE SURE THE ARM IS NOT BROKEN,75,5f0632802b566a17e81a5f5f
arizona,5,12774,YELL FOR HELP,27,5f0632802b566a17e81a5f5f
summer,0,18519,CALL MALL SECURITYU AND LET THEM KNOW THERE IS A DOG LOCKED IN A CAR,100,5f0632802b566a17e81a5f5f
summer,1,8782,LOCATE THE OWNER OF THE CAR,69,5f0632802b566a17e81a5f5f
summer,2,11071,BREAK THE WINDOW SO THE DOG CAN GET AIR,100,5f0632802b566a17e81a5f5f
summer,3,13190,FLAG DOWN POLICE AND LET THEM KNOW,100,5f0632802b566a17e81a5f5f
summer,4,13598,SEE IF THE DOOR OPENS AND BRING THE DOG SOME WATER,42,5f0632802b566a17e81a5f5f
summer,5,22102,ASK FOR HELP,100,5f0632802b566a17e81a5f5f
concert,1,14967,SEE IF TED CAN STILL GET IN,83,5f0632802b566a17e81a5f5f
concert,2,9110,SEE IF TED CAN GET ANOTHER TICKET,90,5f0632802b566a17e81a5f5f
concert,3,39943,HAVE TED GO BACK AND GET IT,0,5f0632802b566a17e81a5f5f
concert,4,9622,HAVE TED WAIT FOR YOU,0,5f0632802b566a17e81a5f5f
concert,5,16727,HAVE TED STAY WITH SECURITY,0,5f0632802b566a17e81a5f5f
store,0,9111,CALL THE COURTS AND LET THEM KNOW,100,5f0632802b566a17e81a5f5f
store,2,10838,CANCEL YOUR APPOINTMENT,0,5f0632802b566a17e81a5f5f
store,3,32887,ASK FOR ADVICE,78,5f0632802b566a17e81a5f5f
store,4,11494,CALL YOUR BOSS AND TELL HIM,85,5f0632802b566a17e81a5f5f
store,5,13062,JUST STYA REGARDLESS,0,5f0632802b566a17e81a5f5f
store,0,25413,Call/text boss again explaining the situation,98,5f4ff67ab2c26c14b484ab03
store,1,14456,Call another employee,100,5f4ff67ab2c26c14b484ab03
store,2,10113,Be patient,47,5f4ff67ab2c26c14b484ab03
store,4,14280,try to reschedule the court appointment,37,5f4ff67ab2c26c14b484ab03
bakery,0,13511,recount the register 3 times,100,5f4ff67ab2c26c14b484ab03
bakery,2,13904,account for all items sold that day,100,5f4ff67ab2c26c14b484ab03
bakery,3,19993,tally up items sold to see if an amount was transposed,100,5f4ff67ab2c26c14b484ab03
bakery,4,8149,let the owner know,41,5f4ff67ab2c26c14b484ab03
bakery,5,14138,repay the money out of own pocket,40,5f4ff67ab2c26c14b484ab03
concert,0,11684,offer my ticket to him,44,5f4ff67ab2c26c14b484ab03
concert,1,15616,have him see if there are still tickets available,90,5f4ff67ab2c26c14b484ab03
concert,2,9893,explain situation to ticket seller,69,5f4ff67ab2c26c14b484ab03
concert,3,28082,see if there are any people outside venue selling their unused tickets,84,5f4ff67ab2c26c14b484ab03
concert,4,19014,offer to go back with him to get the ticket,43,5f4ff67ab2c26c14b484ab03
concert,5,27556,let him know you will save him a seat,78,5f4ff67ab2c26c14b484ab03
arizona,0,28453,find some shade or use something on us to shield us from the sun,94,5f4ff67ab2c26c14b484ab03
arizona,1,2880,pray,100,5f4ff67ab2c26c14b484ab03
arizona,2,4476,yell for help,88,5f4ff67ab2c26c14b484ab03
arizona,3,11527,go in search of water,58,5f4ff67ab2c26c14b484ab03
arizona,4,6686,go in search of help,61,5f4ff67ab2c26c14b484ab03
arizona,5,22231,"shade friend, walk around searching for cell signal",54,5f4ff67ab2c26c14b484ab03
mother,0,3827,pray,100,5f4ff67ab2c26c14b484ab03
mother,1,12583,ask other family members for ideas,96,5f4ff67ab2c26c14b484ab03
mother,2,7994,call social services,64,5f4ff67ab2c26c14b484ab03
mother,3,12326,seek help from a pastor,71,5f4ff67ab2c26c14b484ab03
mother,4,9542,ask friends what to do,49,5f4ff67ab2c26c14b484ab03
mother,5,12176,talk with father about circumstances,80,5f4ff67ab2c26c14b484ab03
medication,0,15337,speak with mediciine company,100,5f4ff67ab2c26c14b484ab03
medication,1,18416,contact insurance company for help,54,5f4ff67ab2c26c14b484ab03
medication,2,2972,pray,100,5f4ff67ab2c26c14b484ab03
medication,3,11046,seek help from doctor,84,5f4ff67ab2c26c14b484ab03
medication,4,9216,take out a loan,42,5f4ff67ab2c26c14b484ab03
medication,5,3818,charge it,43,5f4ff67ab2c26c14b484ab03
gas,0,5599,pray for guidance,100,5f4ff67ab2c26c14b484ab03
gas,2,9148,take her to where she needs to go,50,5f4ff67ab2c26c14b484ab03
gas,3,18762,tell her you can take her as far as where you are going,56,5f4ff67ab2c26c14b484ab03
gas,4,8318,ignore her,63,5f4ff67ab2c26c14b484ab03
gas,5,15808,offer her a little money,55,5f4ff67ab2c26c14b484ab03
summer,0,5212,call police,94,5f4ff67ab2c26c14b484ab03
summer,1,7884,notify mall employee,53,5f4ff67ab2c26c14b484ab03
summer,2,9418,break car window,45,5f4ff67ab2c26c14b484ab03
summer,3,24272,leave note letting  pet owner of unwise decision to leave pet in car,64,5f4ff67ab2c26c14b484ab03
summer,4,16579,ignore it,100,5f4ff67ab2c26c14b484ab03
summer,5,7303,pray,100,5f4ff67ab2c26c14b484ab03
class,0,5755,call mom,98,5f4ff67ab2c26c14b484ab03
class,1,12260,let teacher know the situation,100,5f4ff67ab2c26c14b484ab03
class,2,8891,hurry up and redo assignment,53,5f4ff67ab2c26c14b484ab03
class,3,6637,pray,100,5f4ff67ab2c26c14b484ab03
class,4,16706,skip class,51,5f4ff67ab2c26c14b484ab03
ring,0,3277,pray,100,5f4ff67ab2c26c14b484ab03
ring,1,12654,call taxi company,89,5f4ff67ab2c26c14b484ab03
ring,2,10768,tell bride to be,100,5f4ff67ab2c26c14b484ab03
ring,4,13166,tell husband to be,93,5f4ff67ab2c26c14b484ab03
ring,5,6620,tell parent,34,5f4ff67ab2c26c14b484ab03
summer,0,16376,Call 911 to get the dog help.,100,58d3dad59dbe3f0001258f66
summer,1,9806,Alert mall security,100,58d3dad59dbe3f0001258f66
summer,2,14182,Break a window to get air and water to the dog,100,58d3dad59dbe3f0001258f66
summer,3,28328,Have an announcement be made in the mall to attempt to alert the owner,57,58d3dad59dbe3f0001258f66
summer,4,25033,Wait for the police to arrive.,100,58d3dad59dbe3f0001258f66
summer,5,24422,Call animal control.,100,58d3dad59dbe3f0001258f66
concert,0,19761,Call his house to see if anyone could bring him a ticket.,100,58d3dad59dbe3f0001258f66
concert,1,16347,Suggest he buy another ticket.,62,58d3dad59dbe3f0001258f66
concert,2,20466,Take him home and even if he misses the concert.,11,58d3dad59dbe3f0001258f66
concert,3,9312,Offer to buy him a new ticket.,88,58d3dad59dbe3f0001258f66
concert,4,31176,Do something else instead of the concert.,28,58d3dad59dbe3f0001258f66
concert,5,6824,Be upset with my friend.,0,58d3dad59dbe3f0001258f66
medication,0,26538,I would call the company that makes the medicine and see if I can get it a reduce cost.,100,58d3dad59dbe3f0001258f66
medication,1,34620,I would research prescription programs to see if I could get the meds at a reduced rate.,100,58d3dad59dbe3f0001258f66
medication,4,8492,I start a go fund me page.,70,58d3dad59dbe3f0001258f66
medication,5,25458,I would sell something of value.,100,58d3dad59dbe3f0001258f66
mother,0,15946,I would see if I could hire a caregiver.,100,58d3dad59dbe3f0001258f66
mother,1,9938,I would try to get a remote job.,100,58d3dad59dbe3f0001258f66
mother,2,12930,I would move to a bigger apartment.,100,58d3dad59dbe3f0001258f66
mother,3,27120,I would see what is available to disabled or elderly people through government programs.,100,58d3dad59dbe3f0001258f66
ring,0,9334,I would panic.,0,58d3dad59dbe3f0001258f66
ring,1,39791,I would step away and see if I could borrow a ring from someone nearby.,100,58d3dad59dbe3f0001258f66
ring,2,19460,I would tell them when they asked for the ring that I left it.,18,58d3dad59dbe3f0001258f66
ring,3,10748,I would cry and apologize.,21,58d3dad59dbe3f0001258f66
ring,4,23126,I would replace the ring.,100,58d3dad59dbe3f0001258f66
arizona,0,19814,I would walk to an area that I can call 911.,100,58d3dad59dbe3f0001258f66
arizona,1,7563,Cut off my friends arm.,0,58d3dad59dbe3f0001258f66
arizona,2,13155,Yell for help.,59,58d3dad59dbe3f0001258f66
arizona,5,30010,I would stay put. Someone would realize we were missing.,100,58d3dad59dbe3f0001258f66
bakery,0,8432,I would recount my till.,100,58d3dad59dbe3f0001258f66
bakery,2,10316,I would check my sales to make sure they add up.,100,58d3dad59dbe3f0001258f66
bakery,3,6436,I would replace the money.,17,58d3dad59dbe3f0001258f66
bakery,4,33550,I would call the manager to tell her/him about the shortage.,99,58d3dad59dbe3f0001258f66
store,0,16397,I would try to call my boss to see why they are delayed.,100,58d3dad59dbe3f0001258f66
store,1,14554,I would close the store to leave to my court appt.,31,58d3dad59dbe3f0001258f66
store,2,15234,I would call another employee to cover.,100,58d3dad59dbe3f0001258f66
store,3,14060,I would miss the court appt and continue working.,0,58d3dad59dbe3f0001258f66
store,4,19358,I would call corporates.,0,58d3dad59dbe3f0001258f66
gas,0,11170,I could drive her the extra 10 miles.,100,58d3dad59dbe3f0001258f66
gas,1,10241,I could tell her no and that I am sorry.,28,58d3dad59dbe3f0001258f66
gas,2,6115,I could call her an UBER.,100,58d3dad59dbe3f0001258f66
gas,3,14796,I could drive her to my destination point.,70,58d3dad59dbe3f0001258f66
gas,4,41554,I could ask another driver if they could take her.,0,58d3dad59dbe3f0001258f66
gas,5,10176,I could yell at her and tell her to go away.,0,58d3dad59dbe3f0001258f66
medication,0,17460,crowd fund online for the funds and hope people would donate to the cause.,23,5f75285712d5ca1a99723b3a
medication,1,9148,ask a family member for the money.,33,5f75285712d5ca1a99723b3a
medication,2,4075,ask a friend for the money.,30,5f75285712d5ca1a99723b3a
medication,3,26913,Try to see if they could use a flex pay program to pay for the medicine.,61,5f75285712d5ca1a99723b3a
medication,5,18748,See if they could take out a credit card that would help cover the cost.,49,5f75285712d5ca1a99723b3a
mother,1,15774,See if he could get any government assistance through social services.,59,5f75285712d5ca1a99723b3a
mother,2,7035,Enlist a church member for help.,50,5f75285712d5ca1a99723b3a
mother,3,21958,See if a friend could assist you in funding his care and pay back the loan later.,14,5f75285712d5ca1a99723b3a
mother,4,15909,Take on an additional job and save up the money to get a larger apartment.,40,5f75285712d5ca1a99723b3a
mother,5,26964,Sell their home and use the money towards his care or towards your apartment where he can live with you,66,5f75285712d5ca1a99723b3a
bakery,0,28780,See if there is any additional change laying around that could be put into the drawer.,50,5f75285712d5ca1a99723b3a
bakery,1,10269,put your own money into the drawer to balance it.,45,5f75285712d5ca1a99723b3a
bakery,2,8429,"Recount it, maybe you made a mistake",70,5f75285712d5ca1a99723b3a
bakery,3,16560,"Tell your boss to review cameras, maybe someone gave back the wrong change.",67,5f75285712d5ca1a99723b3a
bakery,4,6190,Tell your manager,53,5f75285712d5ca1a99723b3a
bakery,5,61951,"Ask the staff about it. Then review cameras, maybe the money was stolen.",68,5f75285712d5ca1a99723b3a
store,0,21498,Call another staff member to come in and cover for you.,58,5f75285712d5ca1a99723b3a
store,1,6177,"Call your boss again. ",50,5f75285712d5ca1a99723b3a
store,2,10060,Lock the doors and leave a note on the window.,73,5f75285712d5ca1a99723b3a
store,3,15540,Lock the store and leave without doing anything.,15,5f75285712d5ca1a99723b3a
store,4,17768,"Call the court, see if you can reschedule.",63,5f75285712d5ca1a99723b3a
store,5,16077,Call the court and explain the situation and see if they can push the time back.,72,5f75285712d5ca1a99723b3a
class,0,6684,Tell the truth.,53,5f75285712d5ca1a99723b3a
class,1,12113,"Try to quickly complete it ",50,5f75285712d5ca1a99723b3a
class,2,16219,Ask someone else in the class for help.,54,5f75285712d5ca1a99723b3a
class,3,9487,Tell the teacher you lost the assignment.,31,5f75285712d5ca1a99723b3a
class,5,4851,Nothing.,19,5f75285712d5ca1a99723b3a
arizona,0,28781,Try to venture down the mountain to get help.,68,5f75285712d5ca1a99723b3a
arizona,1,7089,Try to go up the mountain to get help.,79,5f75285712d5ca1a99723b3a
arizona,2,31179,"Continue trying to get her arm out, looking for things in the enviornment to help you.",74,5f75285712d5ca1a99723b3a
arizona,4,26871,Dig under the rock to create some space.,81,5f75285712d5ca1a99723b3a
arizona,5,2998,Nothing,14,5f75285712d5ca1a99723b3a
summer,0,5551,Call the police to help.,78,5f75285712d5ca1a99723b3a
summer,1,8061,Break the window to get the dog out.,47,5f75285712d5ca1a99723b3a
summer,2,4397,Try to find the owner.,70,5f75285712d5ca1a99723b3a
summer,3,5760,Let someone close by know.,65,5f75285712d5ca1a99723b3a
summer,4,18111,Call the fire department,78,5f75285712d5ca1a99723b3a
summer,5,2569,Nothing,23,5f75285712d5ca1a99723b3a
gas,2,5779,Offer to get her an uber or lyft.,51,5f75285712d5ca1a99723b3a
gas,3,5746,Nothing,69,5f75285712d5ca1a99723b3a
gas,4,1249,Nothing,72,5f75285712d5ca1a99723b3a
gas,5,2097,Nothing,75,5f75285712d5ca1a99723b3a
concert,0,4649,"Purchase another ticket,",33,5f75285712d5ca1a99723b3a
concert,1,10579,Go to the box office and see if they can pull it up with his credit card.,69,5f75285712d5ca1a99723b3a
concert,2,4306,Not go to the concert,40,5f75285712d5ca1a99723b3a
concert,3,16671,Have him run home and wait for him inside the entrance.,50,5f75285712d5ca1a99723b3a
concert,4,4214,Give up going,26,5f75285712d5ca1a99723b3a
concert,5,7683,Give him your ticket.,36,5f75285712d5ca1a99723b3a
ring,0,9903,Try to call the taxi company.,75,5f75285712d5ca1a99723b3a
ring,1,2538,Tell your sister,26,5f75285712d5ca1a99723b3a
ring,2,13568,"Try to run out to get a replica ring, in the meantime call the taxi company.",75,5f75285712d5ca1a99723b3a
ring,3,4234,Run away,36,5f75285712d5ca1a99723b3a
ring,5,3357,nothing,4,5f75285712d5ca1a99723b3a
class,0,13430,Explain to the teacher what happened,100,603fa7d057d382087d66d1c2
class,1,12762,find out if I could make up the assignment,100,603fa7d057d382087d66d1c2
class,2,5948,remain calm,100,603fa7d057d382087d66d1c2
class,3,5100,remain in control,100,603fa7d057d382087d66d1c2
class,4,16812,try to call my mom and see if she could bring it up to me,100,603fa7d057d382087d66d1c2
class,5,18938,try to think about how it could be worse,100,603fa7d057d382087d66d1c2
gas,0,8374,I would say yes,100,603fa7d057d382087d66d1c2
gas,2,9982,I would be happy to do it,100,603fa7d057d382087d66d1c2
gas,3,11896,I would be nice,100,603fa7d057d382087d66d1c2
gas,4,10343,I would be compassionate,100,603fa7d057d382087d66d1c2
gas,5,11821,I would try to feel welcoming,100,603fa7d057d382087d66d1c2
summer,0,12108,I would report it to the police,100,603fa7d057d382087d66d1c2
summer,1,15993,I would contact animal control to explain the situation,100,603fa7d057d382087d66d1c2
summer,2,32827,I might go back into the mall and see if I could find security and explain what is going on and see what they suggest to do about it,100,603fa7d057d382087d66d1c2
summer,3,13553,i would feel terrible for the dog but try to remain calm,100,603fa7d057d382087d66d1c2
summer,4,11191,I would try to get the dogs attention,100,603fa7d057d382087d66d1c2
summer,5,26618,I would wait with the dog until the owners came out or someone arrived to hwelp,100,603fa7d057d382087d66d1c2
store,0,8843,I would try to remain calm,100,603fa7d057d382087d66d1c2
store,1,18123,I would keep trying to call my boss,100,603fa7d057d382087d66d1c2
store,2,13617,I would call the courthouse and explain the situation,100,603fa7d057d382087d66d1c2
store,3,15219,I would try to remain in control,100,603fa7d057d382087d66d1c2
store,4,16628,I would try to be understanding,100,603fa7d057d382087d66d1c2
store,5,5694,I would pray,100,603fa7d057d382087d66d1c2
medication,0,19550,Try to reach out to some family members who might be able to help,100,603fa7d057d382087d66d1c2
medication,1,19969,try to check out some paycheck advancing apps,100,603fa7d057d382087d66d1c2
medication,2,10597,reach out to people on social media,100,603fa7d057d382087d66d1c2
medication,3,8551,make a gofundme account,100,603fa7d057d382087d66d1c2
medication,4,5729,pray,100,603fa7d057d382087d66d1c2
medication,5,11425,keep a positive outlook,100,603fa7d057d382087d66d1c2
arizona,0,3684,Pray,100,603fa7d057d382087d66d1c2
arizona,1,6915,try to remain calm,100,603fa7d057d382087d66d1c2
arizona,2,6754,try to keep her calm,100,603fa7d057d382087d66d1c2
arizona,3,13227,try to lighten the mood with some funny jokes,100,603fa7d057d382087d66d1c2
